"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nia73i21j8""","Link","Issue Type","2020-03-02 15:48:23.224699","Administrator","","",0,"DocType","Issue Type","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""niaet4ktdc""","Link","Issue Priority","2020-03-02 15:48:23.224699","Administrator","","",0,"DocType","Issue Priority","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nia8uorr8d""","Card Break","Maintenance","2020-03-02 15:48:23.224699","Administrator","","",0,"","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""niamea1s3f""","Link","Maintenance Schedule","2020-03-02 15:48:23.224699","Administrator","","",0,"DocType","Maintenance Schedule","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""niauggaoia""","Link","Maintenance Visit","2020-03-02 15:48:23.224699","Administrator","","",0,"DocType","Maintenance Visit","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""niaa20ssn8""","Card Break","Service Level Agreement","2020-03-02 15:48:23.224699","Administrator","","",0,"","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""niap324q6b""","Link","Service Level Agreement","2020-03-02 15:48:23.224699","Administrator","","",0,"DocType","Service Level Agreement","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""niai1glcga""","Card Break","Warranty","2020-03-02 15:48:23.224699","Administrator","","",0,"","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""niaumbhqch""","Link","Warranty Claim","2020-03-02 15:48:23.224699","Administrator","","",0,"DocType","Warranty Claim","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nia035gukg""","Link","Serial No","2020-03-02 15:48:23.224699","Administrator","","",0,"DocType","Serial No","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""niaupse4ta""","Card Break","Settings","2020-03-02 15:48:23.224699","Administrator","","",0,"","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nia1c5atbd""","Link","Support Settings","2020-03-02 15:48:23.224699","Administrator","","",0,"DocType","Support Settings","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nians01lag""","Card Break","Reports","2020-03-02 15:48:23.224699","Administrator","","",0,"","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""niapf5lnfi""","Link","First Response Time for Issues","2020-03-02 15:48:23.224699","Administrator","","",0,"Report","First Response Time for Issues","","Issue","",0,1,"","","","","","","","","","","","","","","","","",""
"","""Users""","Users","Users","Workspace","2020-03-02 15:12:16.754449","Administrator",13.0,"","","Core","frappe","","","","users","","",0,1,0,"","""n5h9egid9c""","Total Website Users","2020-03-02 15:12:16.754449","Administrator","Website Users","","""n5hbjl3fvb""","Login","2020-03-02 15:12:16.754449","Administrator","Login Activity","","","","","","","","","","","","","","","","","","""n5h9p8vuhe""","Link","Activity Log","2020-03-02 15:12:16.754449","Administrator","","",0,"DocType","Activity Log","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","""n5ht5cvats""","Users","2020-03-02 15:12:16.754449","Administrator","System Users","","","","","","","","","","","","","","","","","","","","","","","","""n5h8stbsq2""","Link","Access Log","2020-03-02 15:12:16.754449","Administrator","","",0,"DocType","Access Log","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","""n5hj6ltu94""","Failed Login Attempts","2020-03-02 15:12:16.754449","Administrator","Failed Login Attempts","","","","","","","","","","","","","","","","","","","","","","","","""n5hh8ngvu4""","Link","Role Permissions Manager","2020-03-02 15:12:16.754449","Administrator","","",0,"Page","permission-manager","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""n5h9djrts4""","Link","User Permissions","2020-03-02 15:12:16.754449","Administrator","","",0,"DocType","User Permission","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""n5h8u76cko""","Link","Role Permission for Page and Report","2020-03-02 15:12:16.754449","Administrator","","",0,"DocType","Role Permission for Page and Report","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""n5hjm7qvld""","Link","Permitted Documents For User","2020-03-02 15:12:16.754449","Administrator","","",0,"Report","Permitted Documents For User","","User","",0,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""n5hq4gre9c""","Link","Document Share Report","2020-03-02 15:12:16.754449","Administrator","","",0,"Report","Document Share Report","DocShare","DocShare","",0,0,"","","","","","","","","","","","","","","","","",""
"","""Website""","Website","Website","Workspace","2020-03-02 14:13:51.089373","Administrator",14.0,"","","Website","frappe","","","","website","","",0,1,0,"","""n61qffsvbg""","Published Web Pages","2020-03-02 14:13:51.089373","Administrator","Published Web Pages","","""n61d36b5gk""","Webpage Views","2020-03-02 14:13:51.089373","Administrator","Website Visits","","","","","","","","","","","","","","","","","","""n613hmksht""","Link","Website Settings","2020-03-02 14:13:51.089373","Administrator","","",0,"DocType","Website Settings","","","",1,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","""n61v8ofhra""","Published Web Forms","2020-03-02 14:13:51.089373","Administrator","Published Web Forms","","","","","","","","","","","","","","","","","","","","","","","","""n612ta9kda""","Link","Website Theme","2020-03-02 14:13:51.089373","Administrator","","",0,"DocType","Website Theme","","","",1,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","""n61ahko88t""","Website Themes Available","2020-03-02 14:13:51.089373","Administrator","Website Themes Available","","","","","","","","","","","","","","","","","","","","","","","","""n61ru5d16o""","Link","Website Script","2020-03-02 14:13:51.089373","Administrator","","",0,"DocType","Website Script","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""n61a2517c6""","Link","About Us Settings","2020-03-02 14:13:51.089373","Administrator","","",0,"DocType","About Us Settings","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""n61hrivp2q""","Link","Contact Us Settings","2020-03-02 14:13:51.089373","Administrator","","",0,"DocType","Contact Us Settings","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""n611aqbrh3""","Link","Help Category","2020-03-02 14:13:51.089373","Administrator","","",0,"DocType","Help Category","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""n6111c9eof""","Link","Help Article","2020-03-02 14:13:51.089373","Administrator","","",0,"DocType","Help Article","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","""Welcome Workspace""","Welcome Workspace","Welcome Workspace","","2023-07-28 17:14:28.608321","Administrator",22.0,"","","Core","","","","","image-view","","",0,1,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
